id,created,updated,expired,type,abbrvname,name,mapped,extinct,overlay,jurisdiction_id,specialnotes,status,affordable_district,elderly_district,family1_treatment,family2_treatment,family3_treatment,family4_treatment,accessory_treatment,affordable_treatment,accessory_elderly_only,accessory_family_required,accessory_maxbedrooms,accessory_maxpercent,accessory_maxsqft,accessory_minlotacres,accessory_minparking,accessory_owner_required,accessory_primarystructure_only,accessory_renter_prohibited,affordable_definition,affordable_elderly_only,affordable_maxbedrooms,affordable_maxunitsperacre,affordable_maxunitsperbldg,affordable_minlotacres,affordable_minparking_1br,affordable_minparking_2br,affordable_minunitsqft,affordable_transit_required,affordable_water_required,family1_floorarearatio,family1_frontsetbackft,family1_maxheightft,family1_maxlotcoverage_building,family1_maxlotcoverage_buildingimpervious,family1_maxstories,family1_minlotacres,family1_minparking,family1_minunitsqft,family1_rearsetbackft,family1_sidesetbackft,family2_affordable_only,family2_elderly_only,family2_floorarearatio,family2_frontsetbackft,family2_maxheightft,family2_maxlotcoverage_building,family2_maxlotcoverage_buildingimpervious,family2_maxstories,family2_maxunitsperacre,family2_minlotacres,family2_minparking_1br,family2_minparking_2br,family2_minunitsqft,family2_rearsetbackft,family2_sidesetbackft,family3_affordable_only,family3_elderly_only,family3_floorarearatio,family3_frontsetbackft,family3_maxbedrooms,family3_maxheightft,family3_maxlotcoverage_building,family3_maxlotcoverage_buildingimpervious,family3_maxstories,family3_maxunitsperacre,family3_minlotacres,family3_minparking_1br,family3_minparking_2br,family3_minunitsqft,family3_rearsetbackft,family3_sidesetbackft,family3_transit_required,family3_water_required,family4_affordable_only,family4_elderly_only,family4_floorarearatio,family4_frontsetbackft,family4_maxbedrooms,family4_maxheightft,family4_maxlotcoverage_building,family4_maxlotcoverage_buildingimpervious,family4_maxstories,family4_maxunitsperacre,family4_maxunitsperbldg,family4_minlotacres,family4_minparking_1br,family4_minparking_2br,family4_minunitsqft,family4_rearsetbackft,family4_sidesetbackft,family4_transit_required,family4_water_required,plannedresidential_maxunits,plannedresidential_maxunitsperacre,plannedresidential_minlotacres,plannedresidential_mobilehome,plannedresidential_treatment,tooltipnotes,customfielddata,effectivedate,acres,nonresidential_type,jurisdiction,county,state
62649,2024/02/20,2024/03/01,,M,SR,Shoreland Recreation,1,0,0,38,,done,0,0,allowed,hearing,prohibited,prohibited,allowed,nomention,0,0,"1","30","900",,"1",1,0,0,,,,,,,,,,,,,"50","35","15",,"2.5","1","2",,"50","30",0,0,,"50","35","15",,"2.5","1","2","2","2",,"30","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,,"{""36_87"": ""200"", ""36_88"": ""200"", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,1444.66154538223,protected,Swanton,Franklin County,Vermont
62652,2024/02/20,2024/03/01,,X,FED,Federal Land,1,0,0,38,,done,0,0,prohibited,prohibited,prohibited,prohibited,prohibited,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,3405.85896056462,protected,Swanton,Franklin County,Vermont
62647,2024/02/20,2024/03/01,,M,RC,Recreation/Conservation,1,0,0,38,,done,0,0,allowed,hearing,prohibited,prohibited,allowed,nomention,0,0,"1","30","900",,"1",1,0,0,,,,,,,,,,,,,"75","35","5",,"2.5","3","2",,"100","100",0,0,,"75","35","5",,"2.5",,"3","2","2",,"100","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,,"{""36_87"": ""300"", ""36_88"": ""300"", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,2494.37950894869,protected,Swanton,Franklin County,Vermont
62650,2024/02/20,2024/03/01,,M,SGD,Southern Growth District,1,0,0,38,,done,0,0,allowed,hearing,hearing,hearing,hearing,nomention,0,0,"1","30","900",,"1",1,0,0,,,,,,,,,,,,,"30","35",,,"2.5","0.75","2",,"15","15",0,0,,"30","35",,,"2.5","4","0.5","2","2",,"15","15",0,0,,"30",,"35",,,"2.5","4","0.75","2","2",,"15","15",0,0,0,0,,"30",,"35",,,"2.5","4",,"1","2","2",,"15","15",0,0,,,,,prohibited,,"{""36_87"": ""70"", ""36_88"": ""70"", ""36_89"": ""70"", ""36_90"": ""70"", ""36_91"": ""70"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""1.25"", ""38_99"": ""4"", ""38_100"": ""30"", ""38_101"": ""15"", ""38_102"": ""15"", ""38_103"": """", ""38_104"": """", ""38_105"": ""2"", ""38_106"": ""2"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": ""2.5"", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,491.993102899351,commercial,Swanton,Franklin County,Vermont
62642,2024/02/20,2024/03/01,,M,NC,Neighborhood Commercial,1,0,0,38,,done,0,0,allowed,hearing,hearing,hearing,allowed,prohibited,0,0,"1","30","900",,"1",1,0,0,,,,,,,,,,,,,"30","35","30",,"2.5","0.25","2",,"15","15",0,0,,"30","35","30",,"2.5","4","0.25","2","2",,"15","15",0,0,,"30",,"35","30",,"2.5","4","0.25","2","2",,"15","15",0,0,0,0,,"30",,"35","30",,"2.5","4",,"0.25","2","2",,"15","15",0,0,,,,,prohibited,,"{""36_87"": ""70"", ""36_88"": ""70"", ""36_89"": ""70"", ""36_90"": ""70"", ""36_91"": ""70"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""0.25"", ""38_99"": ""4"", ""38_100"": ""30"", ""38_101"": ""15"", ""38_102"": ""15"", ""38_103"": ""30"", ""38_104"": """", ""38_105"": ""2"", ""38_106"": ""2"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": ""2.5"", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,159.174798063167,commercial,Swanton,Franklin County,Vermont
62644,2024/02/20,2024/03/01,,R,R1,Agricultural/Residential,1,0,0,38,,done,0,0,allowed,hearing,prohibited,prohibited,allowed,nomention,0,0,"1","30","900",,"1",1,0,0,,,,,,,,,,,,,"50","35","15",,"2.5","1","2",,"50","50",0,0,,"50","35","15",,"2.5",,"1","2","2",,"50","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,,"{""36_87"": ""200"", ""36_88"": ""200"", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,17487.4078948731,,Swanton,Franklin County,Vermont
62640,2024/02/20,2024/03/01,,X,IND,Industrial,1,0,0,38,,done,0,0,prohibited,prohibited,prohibited,prohibited,prohibited,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,1126.83066926196,industrial,Swanton,Franklin County,Vermont
62643,2024/02/20,2024/03/01,,M,NCL,Neighborhood Commercial Light,1,0,0,38,,done,0,0,allowed,hearing,hearing,hearing,allowed,nomention,0,0,"1","30","900",,"1",1,0,0,,,,,,,,,,,,,"30","35","30",,"2.5","0.25","2",,"15","15",0,0,,"30","35","30",,"2.5","4","0.5","2","2",,"15","15",0,0,,"30",,"35","30",,"2.5","4","0.75","2","2",,"15","15",0,0,0,0,,"30",,"35","30",,"2.5","4",,"1","2","2",,"15","15",0,0,,,,,prohibited,,"{""36_87"": ""70"", ""36_88"": ""70"", ""36_89"": ""70"", ""36_90"": ""70"", ""36_91"": ""70"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""1.25"", ""38_99"": ""4"", ""38_100"": ""30"", ""38_101"": ""15"", ""38_102"": ""15"", ""38_103"": ""30"", ""38_104"": """", ""38_105"": ""2"", ""38_106"": ""2"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": ""2.5"", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,103.530135540688,commercial,Swanton,Franklin County,Vermont
62646,2024/02/20,2024/03/01,,R,R5,Residential,1,0,0,38,,done,0,0,allowed,hearing,hearing,hearing,allowed,nomention,0,0,"1","30","900",,"1",1,0,0,,,,,,,,,,,,,"35","35","30% w/municipal water & sewer; 25% w/w OR s; 20% with neither",,"2.5","0.25 w/municipal water & sewer; 0.5 w/water OR sewer; 1 with neither","2",,"20 feet w/municipal water & sewer; 35 without","15 feet w/municipal water & sewer; 20 without",0,0,,"35","35","30% w/ municipal water & sewer; 25% w/water OR sewer; 20% with neither",,"2.5",,"0.25 w/municipal water & sewer, 0.5 w/water OR sewer; 1 with neither","2","2",,"20 feet w/ municipal water & sewer; 35 without","15 feet w/municipal water & sewer; 20 without",0,0,,"35",,"35","30% w/municipal water & sewer; 25% w/water OR sewer; 20% with neither",,"2.5",,"0.25 acre w/municipal water & sewer; 0.5 w/water OR sewer; 1 with neither","2","2",,"20 w/municipal water & sewer; 35 without","15 w/municipal water & sewer; 20 without",0,0,0,0,,"35",,"35","30% w/municipal water & sewer; 25% w/water or sewer; 20% with neither",,"2.5",,,"0.25 w/municipal water & sewer; 0.5 w/water OR sewer; 1 with neither","2","2",,"20 w/municipal water & sewer; 35 without","15 w/municipal water & sewer; 20 without",0,0,,,,,prohibited,"Minimum frontage for all lots is 70ft with municipal water & sewer, 75ft with water OR sewer, and 100ft with neither.","{""36_87"": ""70"", ""36_88"": ""70"", ""36_89"": ""70"", ""36_90"": ""70"", ""36_91"": ""70"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": """", ""38_99"": """", ""38_100"": ""35"", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": ""2"", ""38_106"": ""2"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": ""2.5"", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,626.220811852208,,Swanton,Franklin County,Vermont
62648,2024/02/20,2024/03/01,,M,S2,Shoreland River,1,0,0,38,,done,0,0,hearing,hearing,prohibited,prohibited,allowed,nomention,0,0,"1","30","900",,"1",1,0,0,,,,,,,,,,,,,"50","35","15",,"2.5","1","2",,"50","30",0,0,,"50","35","15",,"2.5","1","2","1","1",,"50","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,,"{""36_87"": ""100"", ""36_88"": ""100"", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,56.291682532398,protected,Swanton,Franklin County,Vermont
63588,2024/02/27,2024/03/01,,O,FHO,Flood Hazard Overlay,1,0,1,38,,done,0,0,overlay,overlay,overlay,overlay,hearing,nomention,0,0,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,nomention,New residential structures require a public hearing in the Special Flood Hazard Area and are prohibited in the Floodway. Substantial improvement of existing structures requires a public hearing in the whole district.,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/27,10164.3272242461,,Swanton,Franklin County,Vermont
63442,2024/02/25,2024/03/01,,M,NASO,Native American Sites Overlay,1,0,1,38,,done,0,0,overlay,overlay,overlay,overlay,hearing,nomention,0,0,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,nomention,All allowable residential development subject to public hearing. More restrictive rules apply between base district and overlay.,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/25,86.8757838339941,protected,Swanton,Franklin County,Vermont
62651,2024/02/20,2024/03/01,,X,TSA,Travel Service Area,1,0,0,38,,done,0,0,prohibited,prohibited,prohibited,prohibited,prohibited,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,34.8602089091331,commercial,Swanton,Franklin County,Vermont
62641,2024/02/20,2024/03/01,,X,CLI,Commercial/Light Industrial,1,0,0,38,,done,0,0,prohibited,prohibited,prohibited,prohibited,prohibited,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,118.38505635218,indcom,Swanton,Franklin County,Vermont
62645,2024/02/20,2024/03/01,,R,R3,Moderate Density Residential,1,0,0,38,,done,0,0,allowed,hearing,hearing,hearing,allowed,nomention,0,0,"1","30","900",,"1",1,0,0,,,,,,,,,,,,,"50","35","15",,"2.5","1","2",,"50","30",0,0,,"50","35","15",,"2.5",,"1","2","2",,"50","30",0,0,,"50",,"35","15",,"2.5",,"1","2","2",,"50","30",0,0,0,0,,"50",,"35","15",,"2.5",,,"1","2","2",,"50","30",0,0,,"6.4","10",1,hearing,,"{""36_87"": ""150"", ""36_88"": ""150"", ""36_89"": ""150"", ""36_90"": ""150"", ""36_91"": ""150"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""1"", ""38_99"": """", ""38_100"": ""50"", ""38_101"": ""30"", ""38_102"": ""50"", ""38_103"": ""15"", ""38_104"": """", ""38_105"": ""2"", ""38_106"": ""2"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": ""2.5"", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,3106.22814487402,,Swanton,Franklin County,Vermont
62639,2024/02/20,2024/03/01,,M,CB,Central Business,1,0,0,38,,done,0,0,prohibited,prohibited,hearing,hearing,prohibited,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,"40","75",,,"4","0.25","2","2",,"15","5",0,0,0,0,,,,"40","75",,,"4",,"0.25","2","2",,"15","5",0,0,,,,,prohibited,,"{""36_87"": """", ""36_88"": """", ""36_89"": ""70"", ""36_90"": ""70"", ""36_91"": ""70"", ""37_92"": """", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""0.25"", ""38_99"": ""4"", ""38_100"": """", ""38_101"": ""5"", ""38_102"": ""15"", ""38_103"": ""75"", ""38_104"": """", ""38_105"": ""2"", ""38_106"": ""2"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""40"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,28.0309555921837,commercial,Swanton,Franklin County,Vermont
66669,2024/03/09,2024/04/05,,X,PD,Public Open Space District,1,0,0,159,,done,0,0,prohibited,prohibited,prohibited,prohibited,prohibited,prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/03/09,348.055737791837,protected,Killington,Rutland County,Vermont
66672,2024/03/09,2024/04/02,,R,R1,Residential 1 District,1,0,0,159,"USES IN PUD
One and Two and multi
Family Dwellings or
any combination
thereof.
",done,0,0,allowed,allowed,prohibited,prohibited,allowed,nomention,0,,,"30",,,,1,1,,,,,,,,,,,,,,"25","40","10",,,"0.92",Greater of 2 spaces per Dwelling Unit or .8 spaces per Bedroom,,"25","25",0,0,,"25","40","10",,,,"0.92","2",Greater of 2 spaces per Dwelling Unit or .8 spaces per Bedroom,,"25","25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": ""t"", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/03/09,1156.90576341836,,Killington,Rutland County,Vermont
66680,2024/03/09,2024/04/04,,M,VA,Valley District,1,0,0,159,,done,0,0,allowed,allowed,prohibited,prohibited,allowed,nomention,0,,,"30",,,,1,1,,,,,,,,,,,,,,"20","40","10",,,"10",Greater of 2/DU or 0.8/bedroom,,"25","25",0,0,,"20","40","10",,,,"10","2",Greater of 2/DU or 0.8/bedroom,,"25","25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": ""t"", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/03/09,489.662431610095,agindust,Killington,Rutland County,Vermont
66670,2024/03/09,2024/04/05,,X,PDK,Public Open Space - Killington District,1,0,0,159,,done,0,0,prohibited,prohibited,prohibited,prohibited,prohibited,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/03/09,2457.78844347465,protected,Killington,Rutland County,Vermont
66682,2024/03/09,2024/04/05,,X,SVII,Ski Village II District,1,0,0,159,,done,0,0,prohibited,prohibited,prohibited,prohibited,prohibited,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/03/09,421.758483074107,protected,Killington,Rutland County,Vermont
66679,2024/03/09,2024/04/02,,M,CB,Commercial/Business District,1,0,0,159,,done,0,0,allowed,allowed,hearing,hearing,allowed,nomention,0,,,"30",,,,1,1,,,,,,,,,,,,,,"15","40","70",,,"0.23",Greater of 2 per dwelling unit and 0.8 per bedroom,,"25","15",0,0,,"15","40","70",,,,"0.23",Greater of 2 per dwelling unit and 0.8 per bedroom,Greater of 2 per dwelling unit and 0.8 per bedroom,,"25","15",0,0,,"15",,"40","70",,,,"0.23","1",3.2 + 0.5 per additional bedroom after 4 bedrooms,,"25","15",0,1,0,0,,"15",,"40","70",,,,,"0.23","1",3.2 + 0.5 per additional bedroom after 4 bedrooms,,"25","15",0,1,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": ""t"", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/03/09,16.2562072487017,utility,Killington,Rutland County,Vermont
